GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2015092000,2015-09-20,4,9,2,CAR,HOU,1,10,64,,1,,0,"(9:02) 1-C.NEWTON PASS DEEP MIDDLE TO 10-C.BROWN FOR 36 YARDS, TOUCHDOWN.",0,,,2015,36,"UNDER CENTER",PASS,0,1,0,1,"DEEP MIDDLE",0,0,0,,0,0,0,0,0,0,,36,OPP,0,,0,,0
2015092000,2015-09-20,4,8,53,CAR,HOU,0,0,35,,1,,0,"9-G.GANO KICKS 65 YARDS FROM CAR 35 TO END ZONE, TOUCHBACK.",0,,,2015,0,"UNDER CENTER","KICK OFF",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2015092000,2015-09-20,4,2,39,HOU,CAR,2,10,43,,0,,0,"(2:39) (SHOTGUN) 22-C.POLK LEFT TACKLE TO HOU 47 FOR 4 YARDS (58-T.DAVIS).",0,,,2015,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT TACKLE",43,OWN,0,,0,,0
2015092001,2015-09-20,1,14,22,BUF,NE,2,6,24,,1,,0,"(14:22) (SHOTGUN) 5-T.TAYLOR SCRAMBLES RIGHT TACKLE PUSHED OB AT BUF 47 FOR 23 YARDS (91-J.COLLINS).",0,,,2015,23,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,0,,24,OWN,0,,0,,0
2015092001,2015-09-20,1,13,49,BUF,NE,1,10,47,,1,,0,"(13:49) (SHOTGUN) 25-L.MCCOY LEFT TACKLE TO NE 38 FOR 15 YARDS (25-T.BROWN, 32-D.MCCOURTY).",0,,,2015,15,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT TACKLE",47,OWN,0,,0,,0
2015092001,2015-09-20,1,6,42,BUF,NE,4,15,23,,0,,0,"(6:42) 6-C.SCHMIDT PUNTS 49 YARDS TO NE 28, CENTER-65-G.SANBORN. 80-D.AMENDOLA PUSHED OB AT NE 38 FOR 10 YARDS (20-C.GRAHAM).",0,,,2015,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,23,OWN,0,,0,,0
2015092001,2015-09-20,2,9,18,BUF,NE,3,3,59,,0,,0,"(9:18) (SHOTGUN) 5-T.TAYLOR PASS INCOMPLETE SHORT RIGHT TO 25-L.MCCOY. OVERTHROWN, RECEIVER AT NE 40. PENALTY ON BUF-76-J.MILLER, ILLEGAL USE OF HANDS, DECLINED.",0,,,2015,0,SHOTGUN,PASS,0,1,1,0,"SHORT RIGHT",0,0,0,,0,0,0,1,0,0,,41,OPP,0,BUF,0,"ILLEGAL USE OF HANDS",0
2015092001,2015-09-20,2,4,20,NE,BUF,1,10,27,,0,,0,"(4:20) (NO HUDDLE) 29-L.BLOUNT LEFT GUARD TO NE 27 FOR NO GAIN (23-A.WILLIAMS). PENALTY ON NE-67-J.KLINE, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NE 27 - NO PLAY.",0,,,2015,0,"NO HUDDLE",RUSH,1,0,0,0,,0,0,0,,0,0,0,1,0,0,"LEFT GUARD",27,OWN,1,NE,1,"OFFENSIVE HOLDING",10
2015092001,2015-09-20,2,0,0,,NE,0,0,0,,1,,0,"END QUARTER 2",0,,,2015,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2015092001,2015-09-20,3,10,6,NE,BUF,4,3,97,,0,,0,"(10:06) 3-S.GOSTKOWSKI 21 YARD FIELD GOAL IS GOOD, CENTER-49-J.CARDONA, HOLDER-6-R.ALLEN.",0,,,2015,0,"FIELD GOAL","FIELD GOAL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,3,OPP,0,,0,,0
2015092001,2015-09-20,3,10,2,NE,BUF,0,0,35,,1,,0,"3-S.GOSTKOWSKI KICKS 63 YARDS FROM NE 35 TO BUF 2. 18-P.HARVIN TO BUF 22 FOR 20 YARDS (53-D.WATSON).",0,,,2015,0,"UNDER CENTER","KICK OFF",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2015092001,2015-09-20,3,4,15,NE,BUF,2,9,67,,1,,0,"(4:15) (NO HUDDLE, SHOTGUN) 12-T.BRADY PASS SHORT LEFT TO 17-A.DOBSON TO BUF 22 FOR 11 YARDS (37-N.ROBEY) [55-J.HUGHES]. CAUGHT AT BUF 22, SLANTING TO MIDDLE.",0,,,2015,11,"NO HUDDLE SHOTGUN",PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,33,OPP,0,,0,,0
2015092001,2015-09-20,3,0,0,,NE,0,0,0,,1,,0,"END QUARTER 3",0,,,2015,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2015092001,2015-09-20,4,8,15,NE,BUF,4,1,59,,0,,0,"(8:15) 12-T.BRADY PASS INCOMPLETE DEEP MIDDLE TO 11-J.EDELMAN. OVERTHROWN, RECEIVER AT BUF 9.",0,,,2015,0,"UNDER CENTER",PASS,0,1,1,0,"DEEP MIDDLE",0,0,0,,0,0,0,0,0,0,,41,OPP,0,,0,,0
2015092001,2015-09-20,4,8,10,BUF,NE,1,10,41,,1,,0,"(8:10) (SHOTGUN) 25-L.MCCOY LEFT TACKLE TO NE 47 FOR 12 YARDS (32-D.MCCOURTY).",0,,,2015,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT TACKLE",41,OWN,0,,0,,0
2015092001,2015-09-20,4,4,16,NE,BUF,1,10,20,,0,,0,"(4:16) 12-T.BRADY PASS SHORT RIGHT TO 11-J.EDELMAN TO NE 26 FOR 6 YARDS (28-R.DARBY). CAUGHT AT NE 25, NEAR SIDELINE.",0,,,2015,6,"UNDER CENTER",PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
2015092002,2015-09-20,1,5,42,SD,CIN,1,10,52,,0,,0,"(5:42) 28-M.GORDON LEFT END PUSHED OB AT CIN 47 FOR 1 YARD (58-R.MAUALUGA).",0,,,2015,1,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT END",48,OPP,0,,0,,0
2015092002,2015-09-20,1,5,6,SD,CIN,2,9,53,,0,,0,"(5:06) (SHOTGUN) 39-D.WOODHEAD UP THE MIDDLE TO CIN 40 FOR 7 YARDS (27-D.KIRKPATRICK).",0,,,2015,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,47,OPP,0,,0,,0
2015092002,2015-09-20,1,4,13,CIN,SD,1,10,42,,0,,0,"(4:13) (SHOTGUN) 14-A.DALTON PASS SHORT MIDDLE TO 25-G.BERNARD TO CIN 47 FOR 5 YARDS (56-D.BUTLER; 50-M.TE'O).",0,,,2015,5,SHOTGUN,PASS,0,1,0,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,42,OWN,0,,0,,0
2015092002,2015-09-20,2,12,25,SD,CIN,2,8,65,,1,,0,"(12:25) (SHOTGUN) 17-P.RIVERS PASS SHORT LEFT TO 89-L.GREEN TO CIN 23 FOR 12 YARDS (24-A.JONES) [97-G.ATKINS].",0,,,2015,12,SHOTGUN,PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,35,OPP,0,,0,,0
2015092002,2015-09-20,2,11,52,SD,CIN,1,10,77,,0,,0,"(11:52) 28-M.GORDON UP THE MIDDLE TO CIN 31 FOR -8 YARDS (90-M.JOHNSON). PENALTY ON SD-75-C.HAIRSTON, OFFENSIVE HOLDING, DECLINED.",0,,,2015,-8,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,1,0,0,CENTER,23,OPP,0,SD,0,"OFFENSIVE HOLDING",0
2015092002,2015-09-20,2,5,28,SD,CIN,2,5,25,,0,,0,"(5:28) (SHOTGUN) 17-P.RIVERS PASS SHORT MIDDLE TO 13-K.ALLEN TO SD 28 FOR 3 YARDS (27-D.KIRKPATRICK).",0,,,2015,3,SHOTGUN,PASS,0,1,0,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
2015092002,2015-09-20,2,4,54,SD,CIN,3,2,28,,1,,0,"(4:54) (SHOTGUN) 17-P.RIVERS PASS SHORT MIDDLE TO 89-L.GREEN TO SD 32 FOR 4 YARDS (24-A.JONES).",0,,,2015,4,SHOTGUN,PASS,0,1,0,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,28,OWN,0,,0,,0
2015092002,2015-09-20,3,11,52,SD,CIN,1,10,70,,0,,0,"(11:52) (SHOTGUN) 17-P.RIVERS PASS SHORT RIGHT TO 11-S.JOHNSON TO CIN 15 FOR 15 YARDS (27-D.KIRKPATRICK). PENALTY ON CIN-27-D.KIRKPATRICK, DEFENSIVE HOLDING, DECLINED.",0,,,2015,15,SHOTGUN,PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,1,0,0,,30,OPP,0,CIN,0,"DEFENSIVE HOLDING",0
2015092002,2015-09-20,3,3,51,CIN,SD,2,4,90,,0,,0,"(3:51) 25-G.BERNARD UP THE MIDDLE TO SD 2 FOR 8 YARDS (32-E.WEDDLE; 27-J.WILSON). PENALTY ON SD-54-M.INGRAM, DEFENSIVE OFFSIDE, DECLINED.",0,,,2015,8,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,1,0,0,CENTER,10,OPP,0,SD,0,"DEFENSIVE OFFSIDE",0
2015092003,2015-09-20,1,15,0,CLE,TEN,0,0,35,,1,,0,"6-T.COONS KICKS 65 YARDS FROM CLE 35 TO END ZONE, TOUCHBACK.",0,,,2015,0,"UNDER CENTER","KICK OFF",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2015092003,2015-09-20,1,9,50,,TEN,0,0,0,,1,,0,"TIMEOUT #1 BY CLE AT 09:50.",0,,,2015,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2015092003,2015-09-20,1,7,11,CLE,TEN,1,10,72,,1,,0,"(7:11) (SHOTGUN) 2-J.MANZIEL PASS SHORT LEFT TO 82-G.BARNIDGE TO TEN 11 FOR 17 YARDS (21-D.SEARCY).",0,,,2015,17,SHOTGUN,PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,28,OPP,0,,0,,0
2015092003,2015-09-20,1,0,46,TEN,CLE,2,7,58,,0,,0,"(:46) 22-D.MCCLUSTER RIGHT TACKLE TO CLE 38 FOR 4 YARDS (31-D.WHITNER).",0,,,2015,4,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT TACKLE",42,OPP,0,,0,,0
2015092003,2015-09-20,2,0,53,TEN,CLE,1,10,20,,0,,0,"(:53) (SHOTGUN) 8-M.MARIOTA SACKED AT TEN 14 FOR -6 YARDS (98-J.MEDER).",0,,,2015,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
2015092003,2015-09-20,3,6,36,CLE,TEN,2,10,31,,0,,0,"(6:36) 2-J.MANZIEL PASS INCOMPLETE DEEP MIDDLE TO 80-D.BOWE [96-A.WOODS].",0,,,2015,0,"UNDER CENTER",PASS,0,1,1,0,"DEEP MIDDLE",0,0,0,,0,0,0,0,0,0,,31,OWN,0,,0,,0
2015092003,2015-09-20,4,12,55,TEN,CLE,1,10,35,,1,,0,"(12:55) (SHOTGUN) 8-M.MARIOTA PASS SHORT MIDDLE TO 80-A.FASANO TO TEN 46 FOR 11 YARDS (39-T.GIPSON; 56-K.DANSBY).",0,,,2015,11,SHOTGUN,PASS,0,1,0,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2015092003,2015-09-20,4,3,7,CLE,TEN,2,8,48,,0,,0,"(3:07) 34-I.CROWELL LEFT GUARD TO 50 FOR 2 YARDS (33-M.GRIFFIN).",0,,,2015,2,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT GUARD",48,OWN,0,,0,,0
2015092004,2015-09-20,1,5,7,NYG,ATL,3,10,44,,0,,0,"(5:07) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS INCOMPLETE SHORT MIDDLE TO 86-J.CUNNINGHAM (25-W.MOORE).",0,,,2015,0,"NO HUDDLE SHOTGUN",PASS,0,1,1,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,44,OWN,0,,0,,0
2015092004,2015-09-20,2,15,0,NYG,ATL,2,9,36,,0,,0,"(15:00) (SHOTGUN) 10-E.MANNING PASS INCOMPLETE DEEP LEFT TO 13-O.BECKHAM JR..",0,,,2015,0,SHOTGUN,PASS,0,1,1,0,"DEEP LEFT",0,0,0,,0,0,0,0,0,0,,36,OWN,0,,0,,0
2015092004,2015-09-20,2,14,54,NYG,ATL,3,9,36,,1,,0,"(14:54) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT LEFT TO 13-O.BECKHAM JR. PUSHED OB AT NYG 46 FOR 10 YARDS (23-R.ALFORD).",0,,,2015,10,"NO HUDDLE SHOTGUN",PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,36,OWN,0,,0,,0
2015092004,2015-09-20,3,13,24,NYG,ATL,1,10,42,,0,,0,"(13:24) (NO HUDDLE) 23-R.JENNINGS LEFT GUARD TO NYG 40 FOR -2 YARDS (94-T.JACKSON, 54-N.STUPAR). NYG-76-E.FLOWERS WAS INJURED DURING THE PLAY.",0,,,2015,-2,"NO HUDDLE",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT GUARD",42,OWN,0,,0,,0
2015092004,2015-09-20,3,10,53,NYG,ATL,0,0,85,,1,,0,"3-J.BROWN EXTRA POINT IS GOOD, CENTER-51-Z.DEOSSIE, HOLDER-9-B.WING.",0,,,2015,0,"UNDER CENTER","EXTRA POINT",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,15,OPP,0,,0,,0
2015092004,2015-09-20,3,4,15,ATL,NYG,1,10,9,,1,,0,"(4:15) 2-M.RYAN PASS DEEP RIGHT TO 83-J.TAMME TO 50 FOR 41 YARDS (55-J.THOMAS) [91-R.AYERS JR.].",0,,,2015,41,"UNDER CENTER",PASS,0,1,0,0,"DEEP RIGHT",0,0,0,,0,0,0,0,0,0,,9,OWN,0,,0,,0
2015092004,2015-09-20,4,10,17,NYG,ATL,2,8,43,,1,,0,"(10:17) (NO HUDDLE, SHOTGUN) 34-S.VEREEN UP THE MIDDLE TO ATL 46 FOR 11 YARDS (25-W.MOORE).",0,,,2015,11,"NO HUDDLE SHOTGUN",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,43,OWN,0,,0,,0
2015092004,2015-09-20,4,9,51,NYG,ATL,1,10,54,,0,,0,"(9:51) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT MIDDLE TO 23-R.JENNINGS TO ATL 43 FOR 3 YARDS (59-J.BARTU).",0,,,2015,3,"NO HUDDLE SHOTGUN",PASS,0,1,0,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,46,OPP,0,,0,,0
2015092004,2015-09-20,4,8,53,,ATL,0,0,0,,1,,0,"TIMEOUT #1 BY ATL AT 08:53.",0,,,2015,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2015092004,2015-09-20,4,3,23,NYG,ATL,4,7,39,,0,,0,"(3:23) 9-B.WING PUNTS 41 YARDS TO ATL 20, CENTER-51-Z.DEOSSIE. 14-E.WEEMS TO ATL 30 FOR 10 YARDS (17-D.HARRIS, 59-D.KENNARD).",0,,,2015,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,39,OWN,0,,0,,0
2015092005,2015-09-20,1,15,0,WAS,STL,0,0,35,,1,,0,"3-D.HOPKINS KICKS 65 YARDS FROM WAS 35 TO END ZONE, TOUCHBACK.",0,,,2015,0,"UNDER CENTER","KICK OFF",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2015092005,2015-09-20,3,13,2,WAS,STL,4,15,15,,0,,0,"(13:02) 5-T.WAY PUNTS 53 YARDS TO STL 32, CENTER-57-N.SUNDBERG, DOWNED BY WAS-59-T.PLUMMER.",0,,,2015,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,15,OWN,0,,0,,0
2015092005,2015-09-20,3,5,29,WAS,STL,4,8,32,,0,,0,"(5:29) 5-T.WAY PUNTS 34 YARDS TO STL 34, CENTER-57-N.SUNDBERG, DOWNED BY WAS-51-W.COMPTON.",0,,,2015,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,32,OWN,0,,0,,0
2015092005,2015-09-20,4,2,38,WAS,STL,0,0,85,,1,,0,"3-D.HOPKINS EXTRA POINT IS GOOD, CENTER-57-N.SUNDBERG, HOLDER-5-T.WAY.",0,,,2015,0,"UNDER CENTER","EXTRA POINT",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,15,OPP,0,,0,,0
2015092005,2015-09-20,4,2,38,WAS,STL,0,0,35,,1,,0,"3-D.HOPKINS KICKS 65 YARDS FROM WAS 35 TO END ZONE, TOUCHBACK.",0,,,2015,0,"UNDER CENTER","KICK OFF",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2015092006,2015-09-20,1,13,36,CHI,ARI,1,10,41,,0,,0,"(13:36) (NO HUDDLE) 22-M.FORTE LEFT END TO CHI 42 FOR 1 YARD (51-K.MINTER).",0,,,2015,1,"NO HUDDLE",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT END",41,OWN,0,,0,,0
2015092006,2015-09-20,1,12,58,CHI,ARI,2,9,42,,0,,0,"(12:58) (NO HUDDLE, SHOTGUN) 6-J.CUTLER PASS SHORT RIGHT TO 86-Z.MILLER TO CHI 44 FOR 2 YARDS (21-P.PETERSON). PENALTY ON CHI-86-Z.MILLER, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT CHI 42 - NO PLAY.",0,,,2015,2,"NO HUDDLE SHOTGUN",PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,1,0,0,,42,OWN,1,CHI,1,"OFFENSIVE PASS INTERFERENCE",10
2015092006,2015-09-20,1,12,27,CHI,ARI,2,19,32,,0,,0,"(12:27) (SHOTGUN) 6-J.CUTLER PASS INCOMPLETE DEEP RIGHT TO 83-M.BENNETT. PENALTY ON ARI-51-K.MINTER, DEFENSIVE PASS INTERFERENCE, 22 YARDS, ENFORCED AT CHI 32 - NO PLAY.",0,,,2015,0,SHOTGUN,PASS,0,1,1,0,"DEEP RIGHT",0,0,0,,0,0,0,1,0,0,,32,OWN,1,ARI,1,"DEFENSIVE PASS INTERFERENCE",22
2015092006,2015-09-20,1,4,3,CHI,ARI,2,7,47,,0,,0,"(4:03) (NO HUDDLE, SHOTGUN) 35-J.RODGERS RIGHT GUARD TO ARI 48 FOR 5 YARDS (26-R.JOHNSON).",0,,,2015,5,"NO HUDDLE SHOTGUN",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT GUARD",47,OWN,0,,0,,0
2015092006,2015-09-20,1,3,29,CHI,ARI,3,2,52,,1,,0,"(3:29) (NO HUDDLE, SHOTGUN) 6-J.CUTLER PASS DEEP LEFT TO 11-J.BELLAMY FOR 48 YARDS, TOUCHDOWN.",0,,,2015,48,"NO HUDDLE SHOTGUN",PASS,0,1,0,1,"DEEP LEFT",0,0,0,,0,0,0,0,0,0,,48,OPP,0,,0,,0
2015092006,2015-09-20,2,13,36,CHI,ARI,1,10,51,,0,,0,"(13:36) (SHOTGUN) 33-J.LANGFORD LEFT GUARD TO ARI 43 FOR 6 YARDS (22-T.JEFFERSON).",0,,,2015,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT GUARD",49,OPP,0,,0,,0
2015092006,2015-09-20,2,3,51,ARI,CHI,0,0,85,,0,,0,"7-C.CATANZARO EXTRA POINT IS GOOD, CENTER-82-M.LEACH, HOLDER-2-D.BUTLER. PENALTY ON CHI-93-W.SUTTON, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED BETWEEN DOWNS.",0,,,2015,0,"UNDER CENTER","EXTRA POINT",0,0,0,0,,0,0,0,,0,0,0,1,0,0,,15,OPP,1,CHI,0,"DEFENSIVE OFFSIDE",5
2015092006,2015-09-20,2,3,51,ARI,CHI,0,0,40,,1,,0,"7-C.CATANZARO KICKS 60 YARDS FROM ARI 40 TO END ZONE, TOUCHBACK.",0,,,2015,0,"UNDER CENTER","KICK OFF",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,40,OWN,0,,0,,0
2015092006,2015-09-20,2,0,39,,ARI,0,0,0,,1,,0,"TIMEOUT #1 BY CHI AT 00:39.",0,,,2015,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2015092006,2015-09-20,3,3,14,CHI,ARI,3,17,55,,0,,0,"(3:14) (SHOTGUN) 8-J.CLAUSEN PASS SHORT LEFT TO 19-E.ROYAL TO ARI 33 FOR 12 YARDS (51-K.MINTER).",0,,,2015,12,SHOTGUN,PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,45,OPP,0,,0,,0
2015092006,2015-09-20,3,0,0,,ARI,0,0,0,,1,,0,"END QUARTER 3",0,,,2015,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2015092006,2015-09-20,4,11,47,ARI,CHI,1,10,53,,0,,0,"(11:47) 23-C.JOHNSON LEFT TACKLE TO CHI 48 FOR -1 YARDS (98-B.DUNN; 92-P.MCPHEE).",0,,,2015,-1,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT TACKLE",47,OPP,0,,0,,0
2015092007,2015-09-20,2,10,23,DET,MIN,2,3,68,,0,,0,"(10:23) 21-A.ABDULLAH RIGHT END TO MIN 30 FOR 2 YARDS (50-G.HODGES).",0,,,2015,2,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT END",32,OPP,0,,0,,0
2015092007,2015-09-20,2,9,47,DET,MIN,3,1,70,,1,,0,"(9:47) 46-M.BURTON UP THE MIDDLE TO MIN 28 FOR 2 YARDS (96-B.ROBISON).",0,,,2015,2,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,30,OPP,0,,0,,0
2015092007,2015-09-20,2,9,4,DET,MIN,1,10,72,,1,,0,"(9:04) (SHOTGUN) 9-M.STAFFORD PASS SHORT MIDDLE TO 35-J.BELL TO MIN 12 FOR 16 YARDS (34-A.SENDEJO, 50-G.HODGES).",0,,,2015,16,SHOTGUN,PASS,0,1,0,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,28,OPP,0,,0,,0
2015092007,2015-09-20,3,4,45,DET,MIN,1,10,8,,0,,0,"(4:45) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 81-C.JOHNSON TO DET 13 FOR 5 YARDS (29-X.RHODES).",0,,,2015,5,SHOTGUN,PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,8,OWN,0,,0,,0
2015092007,2015-09-20,3,4,17,DET,MIN,2,5,13,,0,,0,"(4:17) (SHOTGUN) 21-A.ABDULLAH UP THE MIDDLE TO DET 16 FOR 3 YARDS (94-J.TRATTOU).",0,,,2015,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,13,OWN,0,,0,,0
2015092007,2015-09-20,4,12,34,MIN,DET,4,1,37,,0,,0,"(12:34) (PUNT FORMATION) 18-J.LOCKE PUNTS 42 YARDS TO DET 21, CENTER-47-K.MCDERMOTT. 15-G.TATE TO DET 23 FOR 2 YARDS (35-M.SHERELS).",0,,,2015,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,37,OWN,0,,0,,0
2015092007,2015-09-20,4,4,57,DET,MIN,1,10,33,,0,,0,"(4:57) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 81-C.JOHNSON TO DET 37 FOR 4 YARDS (29-X.RHODES; 54-E.KENDRICKS).",0,,,2015,4,SHOTGUN,PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,33,OWN,0,,0,,0
2015092007,2015-09-20,4,1,47,MIN,DET,1,10,52,,1,,0,"(1:47) 28-A.PETERSON RIGHT END TO DET 29 FOR 19 YARDS (23-D.SLAY).",0,,,2015,19,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT END",48,OPP,0,,0,,0
2015092007,2015-09-20,4,1,36,,DET,0,0,0,,1,,0,"TIMEOUT #2 BY DET AT 01:36.",0,,,2015,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2015092008,2015-09-20,1,0,50,,TB,0,0,0,,1,,0,"TIMEOUT #1 BY NO AT 00:50.",0,,,2015,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
